CityCode;CountryCode;UtcOffset;TimeZoneId;CityName
SQI;US;-06:00;America/Chicago;Sterling/Rock Falls
SQJ;CN;+08:00;Asia/Shanghai;Sanming
SQK;EG;+02:00;Africa/Cairo;Sidi Barrani
SQL;US;-08:00;America/Los_Angeles;San Carlos
SQM;BR;-03:00;America/Araguaina;Sao Miguel Do Araguaia
SQN;ID;+09:00;Asia/Jayapura;Sanana
SQO;SE;+01:00;Europe/Stockholm;Storuman
SQP;AU;+10:00;Australia/Brisbane;Starcke
SQQ;LT;+02:00;Europe/Vilnius;Siauliai
SQR;ID;+08:00;Asia/Makassar;Soroako
SQS;BZ;-06:00;America/Belize;San Ignacio
SQT;PG;+10:00;Pacific/Port_Moresby;Samarai Island
SQU;PE;-05:00;America/Lima;Saposoa
SQV;US;-08:00;America/Los_Angeles;Sequim
SQW;DK;+01:00;Europe/Copenhagen;Skive
SQX;BR;-03:00;America/Araguaina;Sao Miguel Do Oeste
SQY;BR;-03:00;America/Araguaina;Sao Lourenco Do Sul
SQZ;GB;+00:00;Europe/London;Scampton
SRA;BR;-03:00;America/Araguaina;Santa Rosa
SRB;BO;-04:00;America/La_Paz;Santa Rosa
SRC;US;-06:00;America/Chicago;Searcy
SRD;BO;-04:00;America/La_Paz;San Ramon
SRE;BO;-04:00;America/La_Paz;Sucre
SRF;US;-08:00;America/Los_Angeles;San Rafael
SRG;ID;+07:00;Asia/Pontianak;Semarang
SRH;TD;+01:00;Africa/Ndjamena;Sarh
SRI;ID;+08:00;Asia/Makassar;Samarinda
SRJ;BO;-04:00;America/La_Paz;San Borja
SRK;GL;-03:00;America/Godthab;Siorapaluk
SRL;MX;-07:00;America/Mazatlan;Santa Rosalia
SRM;AU;+10:00;Australia/Brisbane;Sandringham Station
SRN;AU;+10:00;Australia/Hobart;Strahan
SRO;CO;-05:00;America/Bogota;Santana Ramos
SRP;NO;+01:00;Europe/Oslo;Stord
SRQ;US;-05:00;America/New_York;Sarasota/Bradenton
SRR;AU;+10:00;Australia/Brisbane;Stradbroke Island
SRS;CO;-05:00;America/Bogota;San Marcos
SRT;UG;+03:00;Africa/Kampala;Soroti
SRU;US;-08:00;America/Los_Angeles;Santa Cruz
SRV;US;-09:00;America/Anchorage;Stony River
SRW;US;-05:00;America/New_York;Salisbury
SRX;LY;+02:00;Africa/Tripoli;Sirte
SRY;IR;+03:30;Asia/Tehran;Sari
SRZ;BO;-04:00;America/La_Paz;Santa Cruz
SSA;BR;-03:00;America/Araguaina;Salvador
SSC;US;-05:00;America/New_York;Sumter
SSD;CO;-05:00;America/Bogota;San Felipe
SSE;IN;+05:30;Asia/Kolkata;Solapur
SSG;GQ;+01:00;Africa/Malabo;Malabo
SSH;EG;+02:00;Africa/Cairo;Sharm El-Sheikh
SSI;US;-05:00;America/New_York;Brunswick
SSJ;NO;+01:00;Europe/Oslo;Sandnessjoen
SSK;AU;+08:00;Australia/Perth;Sturt Creek
SSL;CO;-05:00;America/Bogota;Santa Rosalia
SSM;US;-05:00;America/New_York;Sault Ste Marie
SSO;BR;-03:00;America/Araguaina;Sao Lourenco
SSP;AU;+10:00;Australia/Brisbane;Silver Plains
SSQ;CA;-05:00;America/Toronto;La Sarre
SSR;VU;+11:00;Pacific/Efate;Sara
SSS;PG;+10:00;Pacific/Port_Moresby;Siassi
SST;AR;-03:00;America/Argentina/Buenos_Aires;Santa Teresita
SSU;US;-05:00;America/New_York;White Sulphur Springs
SSV;PH;+08:00;Asia/Manila;Siasi
SSW;US;-08:00;America/Los_Angeles;Stuart Island
SSX;ZA;+02:00;Africa/Johannesburg;Singita Safari Lodge
SSY;AO;+01:00;Africa/Luanda;M'banza Congo
SSZ;BR;-03:00;America/Araguaina;Santos
STA;DK;+01:00;Europe/Copenhagen;Stauning
STB;VE;-04:00;America/Caracas;Santa Barbara Zulia
STC;US;-06:00;America/Chicago;St Cloud
STD;VE;-04:00;America/Caracas;Santo Domingo
STE;US;-06:00;America/Chicago;Stevens Point
STF;AU;+10:00;Australia/Brisbane;Stephens Island
STG;US;-09:00;America/Anchorage;St George Island
STH;AU;+10:00;Australia/Brisbane;Strathmore
STI;DO;-04:00;America/Santo_Domingo;Santiago
STJ;US;-06:00;America/Chicago;St Joseph
STK;US;-07:00;America/Denver;Sterling
STL;US;-06:00;America/Chicago;St Louis
STM;BR;-03:00;America/Araguaina;Santarem
STO;SE;+01:00;Europe/Stockholm;Stockholm
STQ;US;-05:00;America/New_York;St Marys
STR;DE;+01:00;Europe/Berlin;Stuttgart
STS;US;-08:00;America/Los_Angeles;Santa Rosa
STT;VI;-04:00;America/St_Thomas;St Thomas Island
STU;RO;+02:00;Europe/Bucharest;Satu Mare
STV;IN;+05:30;Asia/Kolkata;Surat
STW;RU;+03:00;Europe/Moscow;Stavropol
STX;VI;-04:00;America/St_Thomas;St Croix Island
STY;UY;-03:00;America/Montevideo;Salto
STZ;BR;-04:00;America/Porto_Velho;Santa Terezinha
SUA;US;-05:00;America/New_York;Stuart
SUB;ID;+07:00;Asia/Pontianak;Surabaya
SUC;US;-07:00;America/Denver;Sundance
SUD;US;-06:00;America/Chicago;Stroud
SUE;US;-06:00;America/Chicago;Sturgeon Bay
SUF;IT;+01:00;Europe/Rome;Lamezia Terme
SUG;PH;+08:00;Asia/Manila;Surigao
SUH;OM;+04:00;Asia/Muscat;Sur
SUI;GE;+04:00;Asia/Tbilisi;Sokhumi
SUJ;RO;+02:00;Europe/Bucharest;Satu Mare
SUK;RU;+10:00;Asia/Vladivostok;Sakkyryr
SUL;PK;+05:00;Asia/Karachi;Sui
SUN;US;-07:00;America/Denver;Hailey/Sun Valley
SUO;US;-08:00;America/Los_Angeles;Sunriver
SUP;ID;+07:00;Asia/Pontianak;Sumenep
SUQ;EC;-05:00;America/Guayaquil;Sucua
SUR;CA;-05:00;America/Toronto;Summer Beaver
SUT;TZ;+03:00;Africa/Dar_es_Salaam;Sumbawanga
SUU;US;-08:00;America/Los_Angeles;Fairfield
SUV;FJ;+12:00;Pacific/Fiji;Suva
SUW;US;-06:00;America/Chicago;Superior
SUX;US;-06:00;America/Chicago;Sioux City
SUY;RU;+09:00;Asia/Yakutsk;Suntar
SUZ;PG;+10:00;Pacific/Port_Moresby;Suria
SVA;US;-09:00;America/Anchorage;Savoonga
SVB;MG;+03:00;Indian/Antananarivo;Sambava
SVC;US;-07:00;America/Denver;Silver City
SVD;VC;-04:00;America/St_Vincent;St Vincent
SVE;US;-08:00;America/Los_Angeles;Susanville
SVF;BJ;+01:00;Africa/Porto-Novo;Save
SVG;NO;+01:00;Europe/Oslo;Stavanger
SVH;US;-05:00;America/New_York;Statesville
SVI;CO;-05:00;America/Bogota;San Vicente Del Caguan
SVJ;NO;+01:00;Europe/Oslo;Svolvaer
SVK;BZ;-06:00;America/Belize;Silver Creek
SVL;FI;+02:00;Europe/Helsinki;Savonlinna
SVM;AU;+10:00;Australia/Brisbane;St Pauls
SVP;AO;+01:00;Africa/Luanda;Kuito
SVQ;ES;+01:00;Europe/Madrid;Sevilla
SVR;GL;-03:00;America/Godthab;Savissivik
SVS;US;-09:00;America/Anchorage;Stevens Village
SVT;BW;+02:00;Africa/Gaborone;Savuti
SVU;FJ;+12:00;Pacific/Fiji;Savusavu
SVV;VE;-04:00;America/Caracas;San Salvador De Paul
SVW;US;-09:00;America/Anchorage;Sparrevohn
SVX;RU;+05:00;Asia/Yekaterinburg;Yekaterinburg
SVY;SB;+11:00;Pacific/Guadalcanal;Savo Island
SVZ;VE;-04:00;America/Caracas;San Antonio Tachira
SWA;CN;+08:00;Asia/Shanghai;Shantou
SWB;AU;+08:00;Australia/Perth;Shaw River
SWC;AU;+10:00;Australia/Sydney;Stawell
SWD;US;-09:00;America/Anchorage;Seward
SWE;PG;+10:00;Pacific/Port_Moresby;Siwea
SWF;US;-05:00;America/New_York;Newburgh
SWG;PG;+10:00;Pacific/Port_Moresby;Satwag
SWH;AU;+10:00;Australia/Sydney;Swan Hill
SWI;GB;+00:00;Europe/London;Swindon
SWJ;VU;+11:00;Pacific/Efate;South West Bay
SWK;IT;+01:00;Europe/Rome;Segrate
SWL;PH;+08:00;Asia/Manila;San Vicente
SWM;BR;-04:00;America/Porto_Velho;Alto Boa Vista
SWN;PK;+05:00;Asia/Karachi;Sahiwal
SWO;US;-06:00;America/Chicago;Stillwater
SWP;NA;+02:00;Africa/Windhoek;Swakopmund
SWQ;ID;+08:00;Asia/Makassar;Sumbawa
SWR;PG;+10:00;Pacific/Port_Moresby;Silur
SWS;GB;+00:00;Europe/London;Swansea
SWT;RU;+06:00;Asia/Omsk;Strzhewoi
SWU;KR;+09:00;Asia/Seoul;Suwon
SWV;RU;+11:00;Asia/Srednekolymsk;Evensk
SWW;US;-06:00;America/Chicago;Sweetwater
SWX;BW;+02:00;Africa/Gaborone;Shakawe
SWY;MY;+08:00;Asia/Kuching;Sitiawan
SXA;PG;+10:00;Pacific/Port_Moresby;Sialum
SXB;FR;+01:00;Europe/Paris;Strasbourg
SXC;FR;+01:00;Europe/Paris;St-Chamond
SXD;FR;+01:00;Europe/Paris;Sophia Antipolis
SXE;AU;+10:00;Australia/Sydney;Sale
SXG;ZM;+02:00;Africa/Lusaka;Senanga
SXH;PG;+10:00;Pacific/Port_Moresby;Sehulea
SXI;IR;+03:30;Asia/Tehran;Sirri Island
SXJ;CN;+08:00;Asia/Shanghai;Shanshan
SXK;ID;+09:00;Asia/Jayapura;Saumlaki
SXL;IE;+00:00;Europe/Dublin;Sligo
SXM;SX;-04:00;America/Lower_Princes;St Maarten
SXN;BW;+02:00;Africa/Gaborone;Sua Pan
SXO;BR;-04:00;America/Porto_Velho;Sao Felix Do Araguaia
SXP;US;-09:00;America/Anchorage;Nunam Iqua
SXQ;US;-09:00;America/Anchorage;Soldotna
SXR;IN;+05:30;Asia/Kolkata;Srinagar
SXS;MY;+08:00;Asia/Kuching;Sahabat
SXT;MY;+08:00;Asia/Kuching;Taman Negara
SXU;ET;+03:00;Africa/Addis_Ababa;Sodo
SXV;IN;+05:30;Asia/Kolkata;Salem
SXW;PG;+10:00;Pacific/Port_Moresby;Sauren
SXX;BR;-03:00;America/Araguaina;Sao Felix Do Xingu
SXY;US;-05:00;America/New_York;Sidney
SXZ;TR;+03:00;Europe/Istanbul;Siirt
SYA;US;-10:00;America/Adak;Shemya
SYB;US;-09:00;America/Anchorage;Seal Bay
SYC;PE;-05:00;America/Lima;Shiringayoc
SYD;AU;+10:00;Australia/Sydney;Sydney
SYE;YE;+03:00;Asia/Aden;Sa Dah
SYF;CA;-08:00;America/Vancouver;Silva Bay
SYG;CN;+08:00;Asia/Shanghai;Shaoyang
SYH;NP;+05:45;Asia/Kathmandu;Syangboche
SYI;US;-06:00;America/Chicago;Shelbyville
SYJ;IR;+03:30;Asia/Tehran;Sirjan
SYK;IS;+00:00;Atlantic/Reykjavik;Stykkisholmur
SYL;US;-08:00;America/Los_Angeles;San Miguel
SYM;CN;+08:00;Asia/Shanghai;Simao
SYN;US;-06:00;America/Chicago;Stanton
SYO;JP;+09:00;Asia/Tokyo;Shonai
SYP;PA;-05:00;America/Panama;Santiago
SYR;US;-05:00;America/New_York;Syracuse
SYS;RU;+09:00;Asia/Yakutsk;Sashylakh
SYT;FR;+01:00;Europe/Paris;St-Yan
SYU;AU;+10:00;Australia/Brisbane;Warraber Island
SYV;US;-05:00;America/New_York;Sylvester
SYW;PK;+05:00;Asia/Karachi;Sehwen Sharif
SYX;CN;+08:00;Asia/Shanghai;Sanya
SYY;GB;+00:00;Europe/London;Stornoway
SYZ;IR;+03:30;Asia/Tehran;Shiraz
SZA;AO;+01:00;Africa/Luanda;Soyo
SZC;CR;-06:00;America/Costa_Rica;Santa Cruz
SZD;GB;+00:00;Europe/London;Sheffield
SZE;ET;+03:00;Africa/Addis_Ababa;Semera
SZF;TR;+03:00;Europe/Istanbul;Samsun
SZG;AT;+01:00;Europe/Vienna;Salzburg
SZH;ID;+08:00;Asia/Makassar;Senipah
SZI;KZ;+06:00;Asia/Almaty;Zaysan
SZJ;CU;-05:00;America/Havana;Siguanea
SZK;ZA;+02:00;Africa/Johannesburg;Skukuza
SZL;US;-06:00;America/Chicago;Knob Noster
SZM;NA;+02:00;Africa/Windhoek;Sesriem
SZO;CN;+08:00;Asia/Shanghai;Shanzhou
SZP;US;-08:00;America/Los_Angeles;Santa Paula
SZQ;AR;-03:00;America/Argentina/Buenos_Aires;Saenz Pena
SZR;BG;+02:00;Europe/Sofia;Stara Zagora
SZS;NZ;+12:00;Pacific/Auckland;Stewart Island
SZT;MX;-06:00;America/Mexico_City;San Cristobal De Las Casas
SZU;ML;+00:00;Africa/Bamako;Segou
SZV;CN;+08:00;Asia/Shanghai;Suzhou
SZW;DE;+01:00;Europe/Berlin;Schwerin
SZX;CN;+08:00;Asia/Shanghai;Shenzhen
SZY;PL;+01:00;Europe/Warsaw;Szczytno
SZZ;PL;+01:00;Europe/Warsaw;Szczecin
TAA;SB;+11:00;Pacific/Guadalcanal;Tarapaina
TAB;TT;-04:00;America/Port_of_Spain;Tobago
TAC;PH;+08:00;Asia/Manila;Tacloban
TAD;US;-07:00;America/Denver;Trinidad
TAE;KR;+09:00;Asia/Seoul;Daegu
TAG;PH;+08:00;Asia/Manila;Panglao
TAH;VU;+11:00;Pacific/Efate;Tanna
TAI;YE;+03:00;Asia/Aden;Taizz
TAJ;PG;+10:00;Pacific/Port_Moresby;Tadji
TAK;JP;+09:00;Asia/Tokyo;Takamatsu
TAL;US;-09:00;America/Anchorage;Tanana
TAM;MX;-06:00;America/Mexico_City;Tampico
TAN;AU;+10:00;Australia/Brisbane;Tangalooma
TAO;CN;+08:00;Asia/Shanghai;Qingdao
TAP;MX;-06:00;America/Mexico_City;Tapachula
TAQ;AU;+09:30;Australia/Adelaide;Tarcoola
TAR;IT;+01:00;Europe/Rome;Taranto
TAS;UZ;+05:00;Asia/Tashkent;Tashkent
TAT;SK;+01:00;Europe/Bratislava;Poprad
TAU;CO;-05:00;America/Bogota;Tauramena
TAV;AS;-11:00;Pacific/Pago_Pago;Tau
TAW;UY;-03:00;America/Montevideo;Tacuarembo
TAX;ID;+09:00;Asia/Jayapura;Taliabu
TAY;EE;+02:00;Europe/Tallinn;Tartu
TAZ;TM;+05:00;Asia/Ashgabat;Dashoguz
TBA;PG;+10:00;Pacific/Port_Moresby;Tabibuga
TBB;VN;+07:00;Asia/Ho_Chi_Minh;Tuyhoa
TBC;US;-07:00;America/Phoenix;Tuba City
TBD;CO;-05:00;America/Bogota;Timbiqui
TBE;PG;+10:00;Pacific/Port_Moresby;Timbunke
TBF;KI;+12:00;Pacific/Tarawa;Tabiteuea North
TBG;PG;+10:00;Pacific/Port_Moresby;Tabubil
TBH;PH;+08:00;Asia/Manila;Tablas
TBI;BS;-05:00;America/Nassau;The Bight
TBJ;TN;+01:00;Africa/Tunis;Tabarka
TBK;AU;+09:30;Australia/Darwin;Timber Creek
TBL;AU;+08:00;Australia/Perth;Tablelands
TBM;ID;+08:00;Asia/Makassar;Tumbang Samba
TBN;US;-06:00;America/Chicago;Fort Leonard Wood
TBO;TZ;+03:00;Africa/Dar_es_Salaam;Tabora
TBP;PE;-05:00;America/Lima;Tumbes
TBQ;PG;+10:00;Pacific/Port_Moresby;Tarabo
TBR;US;-05:00;America/New_York;Statesboro
TBS;GE;+04:00;Asia/Tbilisi;Tbilisi
TBT;BR;-05:00;America/Rio_Branco;Tabatinga
TBU;TO;+13:00;Pacific/Tongatapu;Nuku'alofa
TBV;MH;+12:00;Pacific/Majuro;Tabal Island
TBW;RU;+03:00;Europe/Moscow;Tambov
TBX;CI;+00:00;Africa/Abidjan;Taabo
TBY;BW;+02:00;Africa/Gaborone;Tshabong
TBZ;IR;+03:30;Asia/Tehran;Tabriz
TCA;AU;+09:30;Australia/Darwin;Tennant Creek
TCB;BS;-05:00;America/Nassau;Treasure Cay
TCC;US;-07:00;America/Denver;Tucumcari
TCD;CO;-05:00;America/Bogota;Tarapaca
TCE;RO;+02:00;Europe/Bucharest;Tulcea
TCF;HN;-06:00;America/Tegucigalpa;Tocoa
TCG;CN;+08:00;Asia/Shanghai;Tacheng
TCH;GA;+01:00;Africa/Libreville;Tchibanga
TCI;ES;+00:00;Atlantic/Canary;Tenerife
TCJ;PG;+10:00;Pacific/Port_Moresby;Torembi
TCK;PG;+10:00;Pacific/Port_Moresby;Tinboli
TCL;US;-06:00;America/Chicago;Tuscaloosa
TCN;MX;-06:00;America/Mexico_City;Tehuacan
TCO;CO;-05:00;America/Bogota;Tumaco
TCP;EG;+02:00;Africa/Cairo;Taba
TCQ;PE;-05:00;America/Lima;Tacna
TCR;IN;+05:30;Asia/Kolkata;Tuticorin
TCS;US;-07:00;America/Denver;Truth Or Consequences
TCT;US;-09:00;America/Anchorage;Takotna
TCU;ZA;+02:00;Africa/Johannesburg;Thaba Nchu
TCV;BS;-05:00;America/Nassau;Hog Cay
TCW;AU;+10:00;Australia/Sydney;Tocumwal
TCX;IR;+03:30;Asia/Tehran;Tabas
TCY;NA;+02:00;Africa/Windhoek;Terrace Bay
TCZ;CN;+08:00;Asia/Shanghai;Tengchong
TDA;CO;-05:00;America/Bogota;Trinidad
TDB;PG;+10:00;Pacific/Port_Moresby;Tetabedi
TDD;BO;-04:00;America/La_Paz;Trinidad
TDG;PH;+08:00;Asia/Manila;Tandag
TDJ;DJ;+03:00;Africa/Djibouti;Tadjoura
TDK;KZ;+06:00;Asia/Almaty;Taldykorgan
TDL;AR;-03:00;America/Argentina/Buenos_Aires;Tandil
TDN;AU;+08:00;Australia/Perth;Theda Station
TDO;US;-08:00;America/Los_Angeles;Toledo
TDP;PE;-05:00;America/Lima;Trompeteros
TDR;AU;+10:00;Australia/Brisbane;Theodore
TDS;PG;+10:00;Pacific/Port_Moresby;Sasereme
TDT;ZA;+02:00;Africa/Johannesburg;Timbavati
TDV;MG;+03:00;Indian/Antananarivo;Tanandava
TDX;TH;+07:00;Asia/Bangkok;Trat
TEA;HN;-06:00;America/Tegucigalpa;Tela
TEB;US;-05:00;America/New_York;Teterboro
TEC;BR;-03:00;America/Araguaina;Telemaco Borba
TED;DK;+01:00;Europe/Copenhagen;Thisted
TEE;DZ;+01:00;Africa/Algiers;Tebessa
TEF;AU;+08:00;Australia/Perth;Telfer
TEG;BF;+00:00;Africa/Ouagadougou;Tenkodogo
TEH;US;-09:00;America/Anchorage;Tetlin
TEI;IN;+05:30;Asia/Kolkata;Tezu
TEJ;ES;+01:00;Europe/Madrid;Teruel
TEK;US;-09:00;America/Anchorage;Tatitlek
TEL;MY;+08:00;Asia/Kuching;Telupid
TEM;AU;+10:00;Australia/Sydney;Temora
TEN;CN;+08:00;Asia/Shanghai;Tongren
TEO;PG;+10:00;Pacific/Port_Moresby;Terapo
TEP;PG;+10:00;Pacific/Port_Moresby;Teptep
TEQ;TR;+03:00;Europe/Istanbul;Tekirdag
TER;PT;-01:00;Atlantic/Azores;Terceira
TES;ER;+03:00;Africa/Asmara;Teseney
TET;MZ;+02:00;Africa/Maputo;Tete
TEU;NZ;+12:00;Pacific/Auckland;Te Anau
TEV;ES;+01:00;Europe/Madrid;Teruel
TEW;IR;+03:30;Asia/Tehran;Tohid
TEX;US;-07:00;America/Denver;Telluride
TEY;IS;+00:00;Atlantic/Reykjavik;Thingeyri
TEZ;IN;+05:30;Asia/Kolkata;Tezpur
TFB;PG;+10:00;Pacific/Port_Moresby;Tifalmin
TFC;IT;+01:00;Europe/Rome;Taormina
TFF;BR;-04:00;America/Porto_Velho;Tefe
TFI;PG;+10:00;Pacific/Port_Moresby;Tufi
TFL;BR;-03:00;America/Araguaina;Teofilo Otoni
TFM;PG;+10:00;Pacific/Port_Moresby;Telefomin
TFR;EG;+02:00;Africa/Cairo;Ramadan City
TFT;PK;+05:00;Asia/Karachi;Taftan
TFY;ID;+07:00;Asia/Pontianak;Krui
TGA;SG;+08:00;Asia/Singapore;Singapore
TGB;PH;+08:00;Asia/Manila;Tagbita
TGC;MY;+08:00;Asia/Kuching;Tanjung Manis
TGD;ME;+01:00;Europe/Podgorica;Podgorica
TGE;US;-06:00;America/Chicago;Tuskegee
TGF;FR;+01:00;Europe/Paris;Tignes
TGG;MY;+08:00;Asia/Kuching;Kuala Terengganu
TGH;VU;+11:00;Pacific/Efate;Tongoa
TGI;PE;-05:00;America/Lima;Tingo Maria
TGJ;NC;+11:00;Pacific/Noumea;Tiga
TGK;RU;+03:00;Europe/Moscow;Taganrog
TGL;PG;+10:00;Pacific/Port_Moresby;Tagula
TGM;RO;+02:00;Europe/Bucharest;Tirgu Mures
TGN;AU;+10:00;Australia/Sydney;Traralgon
TGO;CN;+08:00;Asia/Shanghai;Tongliao
TGP;RU;+07:00;Asia/Tomsk;Bor
TGQ;BR;-04:00;America/Porto_Velho;Tangara Da Serra
TGR;DZ;+01:00;Africa/Algiers;Touggourt
TGS;MZ;+02:00;Africa/Maputo;Chokwe
TGT;TZ;+03:00;Africa/Dar_es_Salaam;Tanga
TGU;HN;-06:00;America/Tegucigalpa;Tegucigalpa
TGV;BG;+02:00;Europe/Sofia;Targovishte
TGX;CN;+08:00;Asia/Shanghai;Tongcheng
TGZ;MX;-06:00;America/Mexico_City;Tuxtla Gutierrez
THA;US;-06:00;America/Chicago;Tullahoma
THB;LS;+02:00;Africa/Maseru;Thaba-Tseka
THC;LR;+00:00;Africa/Monrovia;Tchien
THD;VN;+07:00;Asia/Ho_Chi_Minh;Thanh Hoe
THE;BR;-03:00;America/Araguaina;Teresina
THG;AU;+10:00;Australia/Brisbane;Thangool
THH;NZ;+12:00;Pacific/Auckland;Taharoa
THI;MR;+00:00;Africa/Nouakchott;Tichit
THK;LA;+07:00;Asia/Vientiane;Thakhek
THL;MM;+06:30;Asia/Yangon;Tachilek
THM;US;-07:00;America/Denver;Thompson Falls
THN;SE;+01:00;Europe/Stockholm;Trollhattan/Vanersborg
THO;IS;+00:00;Atlantic/Reykjavik;Thorshofn
THP;US;-07:00;America/Denver;Thermopolis
THQ;CN;+08:00;Asia/Shanghai;Tianshui
THR;IR;+03:30;Asia/Tehran;Tehran
THS;TH;+07:00;Asia/Bangkok;Sukhothai
THT;MR;+00:00;Africa/Nouakchott;Tamchaket
THU;GL;-04:00;America/Thule;Pituffik
THV;US;-05:00;America/New_York;York
THW;LK;+05:30;Asia/Colombo;Trincomalee
THX;RU;+07:00;Asia/Tomsk;Turukhansk
THY;ZA;+02:00;Africa/Johannesburg;Thohoyandou
THZ;NE;+01:00;Africa/Niamey;Tahoua
TIA;AL;+01:00;Europe/Tirane;Tirana
TIB;CO;-05:00;America/Bogota;Tibu
TIC;MH;+12:00;Pacific/Majuro;Tinak Island
TID;DZ;+01:00;Africa/Algiers;Tiaret
TIE;ET;+03:00;Africa/Addis_Ababa;Tippi
TIF;SA;+03:00;Asia/Riyadh;Taif
TIG;PG;+10:00;Pacific/Port_Moresby;Tingwon
TIH;PF;-10:00;Pacific/Tahiti;Tikehau
TII;AF;+04:30;Asia/Kabul;Tarin Kot
TIJ;MX;-08:00;America/Santa_Isabel;Tijuana
TIL;CA;-07:00;America/Whitehorse;Cheadle
TIM;ID;+09:00;Asia/Jayapura;Tembagapura/Timika
TIN;DZ;+01:00;Africa/Algiers;Tindouf
TIO;MM;+06:30;Asia/Yangon;Tilin
TIP;LY;+02:00;Africa/Tripoli;Tripoli
TIQ;MP;+10:00;Pacific/Saipan;Tinian
TIR;IN;+05:30;Asia/Kolkata;Tirupati
TIS;AU;+10:00;Australia/Brisbane;Thursday Island
TIU;NZ;+12:00;Pacific/Auckland;Timaru
TIV;ME;+01:00;Europe/Podgorica;Tivat
TIW;US;-08:00;America/Los_Angeles;Tacoma
TIX;US;-05:00;America/New_York;Titusville
TIY;MR;+00:00;Africa/Nouakchott;Tidjikja
TIZ;PG;+10:00;Pacific/Port_Moresby;Tari
TJA;BO;-04:00;America/La_Paz;Tarija
TJB;ID;+07:00;Asia/Pontianak;Tanjung Balai
TJC;PA;-05:00;America/Panama;Ticantiqui
TJG;ID;+07:00;Asia/Pontianak;Tanjung
TJH;JP;+09:00;Asia/Tokyo;Toyooka
TJI;HN;-06:00;America/Tegucigalpa;Trujillo
TJJ;CN;+08:00;Asia/Shanghai;Tainjin
TJK;TR;+03:00;Europe/Istanbul;Tokat
TJL;BR;-04:00;America/Porto_Velho;Tres Lagoas
TJM;RU;+05:00;Asia/Yekaterinburg;Tyumen
TJN;PF;-10:00;Pacific/Tahiti;Takume
TJQ;ID;+07:00;Asia/Pontianak;Tanjung Pandan
TJS;ID;+08:00;Asia/Makassar;Tanjung Selor
TJU;TJ;+05:00;Asia/Dushanbe;Kulob
TJV;IN;+05:30;Asia/Kolkata;Thanjavur
TKA;US;-09:00;America/Anchorage;Talkeetna
TKB;PG;+10:00;Pacific/Port_Moresby;Tekadu
TKC;CM;+01:00;Africa/Douala;Tiko
TKD;GH;+00:00;Africa/Accra;Takoradi
TKE;US;-09:00;America/Anchorage;Tenakee
TKF;US;-08:00;America/Los_Angeles;Truckee
TKG;ID;+07:00;Asia/Pontianak;Bandar Lampung
TKH;TH;+07:00;Asia/Bangkok;Takhli
TKI;US;-09:00;America/Anchorage;Tokeen
TKJ;US;-09:00;America/Anchorage;Tok
TKK;FM;+10:00;Pacific/Chuuk;Chuuk
TKL;US;-09:00;America/Anchorage;Taku Harbor
TKM;GT;-06:00;America/Guatemala;Tikal
TKN;JP;+09:00;Asia/Tokyo;Tokunoshima
TKO;LS;+02:00;Africa/Maseru;Tlokoeng
TKP;PF;-10:00;Pacific/Tahiti;Takapoto
TKQ;TZ;+03:00;Africa/Dar_es_Salaam;Kigoma
TKR;BD;+06:00;Asia/Dhaka;Thakurgaon
TKS;JP;+09:00;Asia/Tokyo;Tokushima
TKT;TH;+07:00;Asia/Bangkok;Tak
TKU;FI;+02:00;Europe/Helsinki;Turku
TKV;PF;-10:00;Pacific/Tahiti;Tatakoto
TKW;PG;+10:00;Pacific/Port_Moresby;Tekin
TKX;PF;-10:00;Pacific/Tahiti;Takaroa
TKY;AU;+08:00;Australia/Perth;Turkey Creek
TKZ;NZ;+12:00;Pacific/Auckland;Tokoroa
TLA;US;-09:00;America/Anchorage;Teller
TLB;PK;+05:00;Asia/Karachi;Tarbela
TLD;BW;+02:00;Africa/Gaborone;Tuli Lodge
TLE;MG;+03:00;Indian/Antananarivo;Toliara
TLF;US;-09:00;America/Anchorage;Telida
TLG;SB;+11:00;Pacific/Guadalcanal;Tulaghi
TLH;US;-05:00;America/New_York;Tallahassee
TLI;ID;+08:00;Asia/Makassar;Tolitoli
TLJ;US;-09:00;America/Anchorage;Tatalina
TLK;RU;+09:00;Asia/Yakutsk;Talakan
TLL;EE;+02:00;Europe/Tallinn;Tallinn
TLM;DZ;+01:00;Africa/Algiers;Tlemcen
TLN;FR;+01:00;Europe/Paris;Toulon/Hyeres
TLO;PG;+10:00;Pacific/Port_Moresby;Tol
TLP;PG;+10:00;Pacific/Port_Moresby;Tumolbil
TLQ;CN;+08:00;Asia/Shanghai;Turpan
TLR;US;-08:00;America/Los_Angeles;Tulare
TLS;FR;+01:00;Europe/Paris;Toulouse
TLT;US;-09:00;America/Anchorage;Tuluksak
TLU;CO;-05:00;America/Bogota;Tolu
TLV;IL;+02:00;Asia/Jerusalem;Tel Aviv-Yafo
TLW;PG;+10:00;Pacific/Port_Moresby;Talasea
TLX;CL;-04:00;America/Santiago;Talca
TLY;RU;+10:00;Asia/Vladivostok;Plastun
TLZ;BR;-03:00;America/Araguaina;Catalao
TMA;US;-05:00;America/New_York;Tifton
TMC;ID;+08:00;Asia/Makassar;Tambolaka
TMD;MR;+00:00;Africa/Nouakchott;Timbedra
TME;CO;-05:00;America/Bogota;Tame
